         129099 function calls (125737 primitive calls) in 14.450 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       17    0.000    0.000    0.000    0.000 utils.py:4(convert_from_libcamera_type)
        1    0.000    0.000    0.000    0.000 utils.py:53(_Deprecate)
        1    0.000    0.000    0.000    0.000 v4l2.py:1007(v4l2_output)
        1    0.000    0.000    0.000    0.000 v4l2.py:1031(v4l2_control)
        1    0.000    0.000    0.000    0.000 v4l2.py:1038(v4l2_ext_control)
        1    0.000    0.000    0.000    0.000 v4l2.py:1039(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1056(v4l2_ext_controls)
        1    0.000    0.000    0.000    0.000 v4l2.py:107(timeval)
        1    0.000    0.000    0.000    0.000 v4l2.py:1084(v4l2_queryctrl)
        1    0.000    0.000    0.000    0.000 v4l2.py:1098(v4l2_querymenu)
       73    0.000    0.000    0.001    0.000 v4l2.py:138(v4l2_fourcc)
        1    0.000    0.000    0.000    0.000 v4l2.py:1537(v4l2_tuner)
        1    0.000    0.000    0.000    0.000 v4l2.py:1553(v4l2_modulator)
        1    0.000    0.000    0.000    0.000 v4l2.py:1588(v4l2_frequency)
        1    0.000    0.000    0.000    0.000 v4l2.py:1597(v4l2_hw_freq_seek)
        1    0.000    0.000    0.000    0.000 v4l2.py:1611(v4l2_rds_data)
        1    0.000    0.000    0.000    0.000 v4l2.py:1637(v4l2_audio)
        1    0.000    0.000    0.000    0.000 v4l2.py:1653(v4l2_audioout)
        1    0.000    0.000    0.000    0.000 v4l2.py:1673(v4l2_enc_idx_entry)
        1    0.000    0.000    0.000    0.000 v4l2.py:1686(v4l2_enc_idx)
        1    0.000    0.000    0.000    0.000 v4l2.py:1703(v4l2_encoder_cmd)
        1    0.000    0.000    0.000    0.000 v4l2.py:1704(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1705(_s)
        1    0.000    0.000    0.000    0.000 v4l2.py:1727(v4l2_vbi_format)
        1    0.000    0.000    0.000    0.000 v4l2.py:1744(v4l2_sliced_vbi_format)
        1    0.000    0.000    0.000    0.000 v4l2.py:1762(v4l2_sliced_vbi_cap)
        1    0.000    0.000    0.000    0.000 v4l2.py:1771(v4l2_sliced_vbi_data)
        1    0.000    0.000    0.000    0.000 v4l2.py:1792(v4l2_mpeg_vbi_itv0_line)
        1    0.000    0.000    0.000    0.000 v4l2.py:1801(v4l2_mpeg_vbi_itv0)
        1    0.000    0.000    0.000    0.000 v4l2.py:1810(v4l2_mpeg_vbi_ITV0)
        1    0.000    0.000    0.000    0.000 v4l2.py:1822(v4l2_mpeg_vbi_fmt_ivtv)
        1    0.000    0.000    0.000    0.000 v4l2.py:1823(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1842(v4l2_plane_pix_format)
        1    0.000    0.000    0.000    0.000 v4l2.py:1849(v4l2_sdr_format)
        1    0.000    0.000    0.000    0.000 v4l2.py:1856(v4l2_meta_format)
        1    0.000    0.000    0.000    0.000 v4l2.py:1862(v4l2_pix_format_mplane)
        1    0.000    0.000    0.000    0.000 v4l2.py:1863(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1884(v4l2_format)
        1    0.000    0.000    0.000    0.000 v4l2.py:1885(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1903(v4l2_streamparm)
        1    0.000    0.000    0.000    0.000 v4l2.py:1904(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1927(v4l2_dbg_match)
        1    0.000    0.000    0.000    0.000 v4l2.py:1928(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:1943(v4l2_dbg_register)
        1    0.000    0.000    0.000    0.000 v4l2.py:1954(v4l2_dbg_chip_ident)
        1    0.000    0.000    0.000    0.000 v4l2.py:297(v4l2_rect)
        1    0.000    0.000    0.000    0.000 v4l2.py:306(v4l2_fract)
        1    0.000    0.000    0.000    0.000 v4l2.py:317(v4l2_capability)
        1    0.000    0.000    0.000    0.000 v4l2.py:366(v4l2_pix_format)
        1    0.001    0.001    0.010    0.010 v4l2.py:43(<module>)
        1    0.000    0.000    0.000    0.000 v4l2.py:472(v4l2_fmtdesc)
        1    0.000    0.000    0.000    0.000 v4l2.py:498(v4l2_frmsize_discrete)
        1    0.000    0.000    0.000    0.000 v4l2.py:505(v4l2_frmsize_stepwise)
        1    0.000    0.000    0.000    0.000 v4l2.py:516(v4l2_frmsizeenum)
        1    0.000    0.000    0.000    0.000 v4l2.py:517(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:546(v4l2_frmival_stepwise)
        1    0.000    0.000    0.000    0.000 v4l2.py:554(v4l2_frmivalenum)
        1    0.000    0.000    0.000    0.000 v4l2.py:555(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:578(v4l2_timecode)
        1    0.000    0.000    0.000    0.000 v4l2.py:603(v4l2_jpegcompression)
        1    0.000    0.000    0.000    0.000 v4l2.py:627(v4l2_plane)
        1    0.000    0.000    0.000    0.000 v4l2.py:628(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:640(v4l2_requestbuffers)
        1    0.000    0.000    0.000    0.000 v4l2.py:649(v4l2_buffer)
        1    0.000    0.000    0.000    0.000 v4l2.py:650(_u)
       76    0.001    0.000    0.001    0.000 v4l2.py:67(_IOC)
        1    0.000    0.000    0.000    0.000 v4l2.py:689(v4l2_framebuffer)
        1    0.000    0.000    0.000    0.000 v4l2.py:715(v4l2_clip)
        1    0.000    0.000    0.000    0.000 v4l2.py:723(v4l2_window)
        1    0.000    0.000    0.000    0.000 v4l2.py:739(v4l2_captureparm)
       74    0.000    0.000    0.000    0.000 v4l2.py:75(_IOC_TYPECHECK)
        1    0.000    0.000    0.000    0.000 v4l2.py:754(v4l2_outputparm)
        1    0.000    0.000    0.000    0.000 v4l2.py:769(v4l2_cropcap)
        1    0.000    0.000    0.000    0.000 v4l2.py:778(v4l2_crop)
        2    0.000    0.000    0.000    0.000 v4l2.py:79(_IO)
       17    0.000    0.000    0.000    0.000 v4l2.py:83(_IOW)
        1    0.000    0.000    0.000    0.000 v4l2.py:846(v4l2_standard)
        1    0.000    0.000    0.000    0.000 v4l2.py:861(v4l2_dv_preset)
       13    0.000    0.000    0.000    0.000 v4l2.py:87(_IOR)
        1    0.000    0.000    0.000    0.000 v4l2.py:872(v4l2_dv_enum_preset)
       44    0.000    0.000    0.001    0.000 v4l2.py:91(_IOWR)
        1    0.000    0.000    0.000    0.000 v4l2.py:911(v4l2_bt_timings)
        1    0.000    0.000    0.000    0.000 v4l2.py:941(v4l2_dv_timings)
        1    0.000    0.000    0.000    0.000 v4l2.py:942(_u)
        1    0.000    0.000    0.000    0.000 v4l2.py:965(v4l2_input)
        1    0.000    0.000    0.005    0.005 v4l2_encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 v4l2_encoder.py:15(V4L2Encoder)
        1    0.000    0.000    0.013    0.013 version.py:1(<module>)
        3    0.000    0.000    0.002    0.001 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        4    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        1    0.000    0.000    0.000    0.000 weakref.py:105(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:287(update)
        1    0.000    0.000    0.000    0.000 weakref.py:365(__init__)
      870    0.005    0.000    0.005    0.000 {built-in method __new__ of type object at 0x482550}
       31    0.001    0.000    0.001    0.000 {built-in method _abc._abc_init}
        1    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
    22/12    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        6    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.dlopen}
      108    0.000    0.000    0.000    0.000 {built-in method _ctypes.sizeof}
        1    0.000    0.000    0.000    0.000 {built-in method _elementtree._set_factories}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_224}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
      193    0.000    0.000    0.000    0.000 {built-in method _imp._fix_co_filename}
     1881    0.002    0.000    0.002    0.000 {built-in method _imp.acquire_lock}
    22/21    0.005    0.000    0.005    0.000 {built-in method _imp.create_builtin}
    27/11    1.222    0.045    1.542    0.140 {built-in method _imp.create_dynamic}
       22    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
    27/22    0.005    0.000    0.027    0.001 {built-in method _imp.exec_dynamic}
       90    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
      229    0.000    0.000    0.000    0.000 {built-in method _imp.is_frozen}
     1881    0.002    0.000    0.002    0.000 {built-in method _imp.release_lock}
        4    0.003    0.001    0.011    0.003 {built-in method _socket.getaddrinfo}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
       36    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
      178    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      165    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       18    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        8    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        6    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 {built-in method _thread._set_sentinel}
      803    0.001    0.000    0.001    0.000 {built-in method _thread.allocate_lock}
     1188    0.001    0.000    0.001    0.000 {built-in method _thread.get_ident}
        1    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        4    0.001    0.000    0.001    0.000 {built-in method _thread.start_new_thread}
        4    0.000    0.000    0.000    0.000 {built-in method _warnings._filters_mutated}
        4    0.000    0.000    0.000    0.000 {built-in method atexit.register}
  491/477    0.023    0.000    0.065    0.000 {built-in method builtins.__build_class__}
    383/9    0.002    0.000    0.397    0.044 {built-in method builtins.__import__}
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       23    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        6    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
      288    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       11    0.002    0.000    0.002    0.000 {built-in method builtins.eval}
    194/1    0.001    0.000   14.450   14.450 {built-in method builtins.exec}
     5162    0.008    0.000    0.008    0.000 {built-in method builtins.getattr}
      399    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
2410/2406    0.003    0.000    0.004    0.000 {built-in method builtins.hasattr}
        8    0.000    0.000    0.000    0.000 {built-in method builtins.hash}
       18    0.000    0.000    0.000    0.000 {built-in method builtins.id}
     9401    0.008    0.000    0.008    0.000 {built-in method builtins.isinstance}
      178    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
7311/6984    0.006    0.000    0.006    0.000 {built-in method builtins.len}
       90    0.000    0.000    0.000    0.000 {built-in method builtins.locals}
       52    0.000    0.000    0.000    0.000 {built-in method builtins.max}
     1384    0.002    0.000    0.002    0.000 {built-in method builtins.min}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.next}
      871    0.001    0.000    0.001    0.000 {built-in method builtins.ord}
       61    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
     2189    0.002    0.000    0.003    0.000 {built-in method builtins.setattr}
        3    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        7    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
      580    0.001    0.000    0.001    0.000 {built-in method from_bytes}
       83    0.000    0.000    0.000    0.000 {built-in method fromkeys}
      193    0.008    0.000    0.008    0.000 {built-in method io.open_code}
        1    0.000    0.000    0.000    0.000 {built-in method io.open}
        3    0.000    0.000    0.000    0.000 {built-in method libcamera._libcamera.Sycc}
        1    0.032    0.032    0.032    0.032 {built-in method libcamera._libcamera.singleton}
        2    0.000    0.000    0.000    0.000 {built-in method maketrans}
      193    0.047    0.000    0.047    0.000 {built-in method marshal.loads}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
      182    0.024    0.000    0.024    0.000 {built-in method numpy.array}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._reload_guard}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath._set_madvise_hugepage}
      339    0.001    0.000    0.001    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.000    0.000 {built-in method posix.confstr}
      612    0.001    0.000    0.001    0.000 {built-in method posix.fspath}
       69    0.001    0.000    0.001    0.000 {built-in method posix.getcwd}
       29    0.002    0.000    0.002    0.000 {built-in method posix.listdir}
        1    0.000    0.000    0.000    0.000 {built-in method posix.pipe2}
        2    0.000    0.000    0.000    0.000 {built-in method posix.putenv}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
     1033    0.015    0.000    0.015    0.000 {built-in method posix.stat}
        2    0.000    0.000    0.000    0.000 {built-in method posix.uname}
        2    0.000    0.000    0.000    0.000 {built-in method posix.unsetenv}
        2    0.000    0.000    0.000    0.000 {built-in method posix.urandom}
       11    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       59    0.000    0.000    0.000    0.000 {built-in method sys.intern}
      142    0.001    0.000    0.001    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0xa5288538}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0xa5288ec8}
       59    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
      404    0.001    0.000    0.001    0.000 {method '__enter__' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
      193    0.003    0.000    0.003    0.000 {method '__exit__' of '_io._IOBase' objects}
      404    0.001    0.000    0.001    0.000 {method '__exit__' of '_thread.RLock' objects}
     1428    0.002    0.000    0.002    0.000 {method '__exit__' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       80    0.001    0.000    0.001    0.000 {method '_acquire_restore' of '_thread.RLock' objects}
      141    0.000    0.000    0.000    0.000 {method '_is_owned' of '_thread.RLock' objects}
       80    0.000    0.000    0.000    0.000 {method '_release_save' of '_thread.RLock' objects}
        9    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
      188    5.912    0.031    5.912    0.031 {method 'acquire' of '_thread.lock' objects}
       78    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       87    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
     5137    0.004    0.000    0.004    0.000 {method 'append' of 'list' objects}
        7    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        2    0.000    0.000    0.000    0.000 {method 'clear' of 'dict' objects}
       61    0.013    0.000    0.013    0.000 {method 'close' of 'mmap.mmap' objects}
        1    0.000    0.000    0.000    0.000 {method 'close' of 'select.epoll' objects}
        4    0.001    0.000    0.001    0.000 {method 'connect' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
       72    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
      140    6.448    0.046    6.448    0.046 {method 'detectMultiScale' of 'cv2.CascadeClassifier' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
       18    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        1    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 {method 'encode' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
      273    0.001    0.000    0.001    0.000 {method 'endswith' of 'str' objects}
       28    0.000    0.000    0.000    0.000 {method 'expandtabs' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
      147    0.001    0.000    0.001    0.000 {method 'extend' of 'list' objects}
      365    0.001    0.000    0.001    0.000 {method 'find' of 'bytearray' objects}
        1    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
        4    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
      430    0.002    0.000    0.002    0.000 {method 'format' of 'str' objects}
      972    0.001    0.000    0.001    0.000 {method 'get' of 'dict' objects}
      208    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        8    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
       80    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
     1699    0.001    0.000    0.001    0.000 {method 'isupper' of 'str' objects}
      255    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       56    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
     3048    0.004    0.000    0.005    0.000 {method 'join' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
      257    0.000    0.000    0.000    0.000 {method 'lower' of 'str' objects}
      892    0.001    0.000    0.001    0.000 {method 'lstrip' of 'str' objects}
      110    0.000    0.000    0.000    0.000 {method 'match' of 're.Pattern' objects}
       13    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
      272    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      231    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
        1    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
      193    0.016    0.000    0.016    0.000 {method 'read' of '_io.BufferedReader' objects}
        6    0.001    0.000    0.001    0.000 {method 'recv' of '_socket.socket' objects}
        9    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        6    0.000    0.000    0.000    0.000 {method 'release' of '_thread.lock' objects}
        1    0.000    0.000    0.000    0.000 {method 'remove' of 'collections.deque' objects}
        8    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
      314    0.001    0.000    0.001    0.000 {method 'replace' of 'code' objects}
       44    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      140    0.002    0.000    0.002    0.000 {method 'reshape' of 'numpy.ndarray' objects}
       12    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
     2007    0.002    0.000    0.002    0.000 {method 'rpartition' of 'str' objects}
     5310    0.004    0.000    0.004    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 {method 'send' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
       48    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
       34    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        4    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
       10    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
       14    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       43    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
     3030    0.003    0.000    0.003    0.000 {method 'startswith' of 'str' objects}
      338    0.001    0.000    0.001    0.000 {method 'strip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 {method 'sub' of 're.Pattern' objects}
        7    0.000    0.000    0.000    0.000 {method 'tolist' of 'memoryview' objects}
       22    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
       37    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
      363    0.000    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
      4/3    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.ndarray' objects}


