         129099 function calls (125737 primitive calls) in 14.450 seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:440(_setdef)
        1    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _util.py:14(deferred_error)
        1    0.000    0.000    0.000    0.000 _version.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
        1    0.000    0.000    0.000    0.000 _version.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.011    0.011 _version.py:7(<module>)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:37(__init__)
        6    0.000    0.000    0.000    0.000 _weakrefset.py:82(add)
        1    0.000    0.000    0.000    0.000 _webp.py:2(<module>)
    22/12    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
       63    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       31    0.000    0.000    0.004    0.000 abc.py:84(__new__)
       11    0.000    0.000    0.000    0.000 abc.py:89(register)
        1    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        1    0.000    0.000    0.001    0.001 arrayprint.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1222(IntegerFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1235(BoolFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1278(_TimelikeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1336(TimedeltaFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1341(SubArrayFormat)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1351(StructuredVoidFormat)
       18    0.000    0.000    0.000    0.000 arrayprint.py:1568(_guarded_repr_or_str)
       18    0.000    0.000    0.001    0.000 arrayprint.py:1575(_array_str_implementation)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        2    0.000    0.000    0.000    0.000 arrayprint.py:503(decorating_function)
       18    0.000    0.000    0.000    0.000 arrayprint.py:506(wrapper)
        1    0.000    0.000    0.000    0.000 arrayprint.py:905(FloatingFormat)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayterator.py:16(Arrayterator)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        1    0.000    0.000    0.003    0.003 bz2.py:1(<module>)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
        1    0.000    0.000    0.003    0.003 camdefs.py:1(<module>)
        1    0.000    0.000    0.000    0.000 camdefs.py:131(RaspberryPiHqCamera)
        1    0.000    0.000    0.000    0.000 camdefs.py:14(BaseCameraModel)
        1    0.000    0.000    0.000    0.000 camdefs.py:228(RaspberryPiCameraV2)
        1    0.000    0.000    0.000    0.000 camdefs.py:234(RaspberryPiCameraV1)
        1    0.000    0.000    0.000    0.000 camdefs.py:36(Picamera2Camera)
        1    0.000    0.000    0.000    0.000 camdefs.py:8(RaspberryPiCameraModels)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1994(Chebyshev)
        1    0.000    0.000    0.028    0.028 circularoutput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 circularoutput.py:9(CircularOutput)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.001    0.001 configuration.py:1(<module>)
   111/77    0.001    0.000    0.002    0.000 configuration.py:37(__setattr__)
        1    0.000    0.000    0.000    0.000 configuration.py:4(Configuration)
      458    0.001    0.000    0.001    0.000 configuration.py:48(__getattribute__)
      8/5    0.000    0.000    0.002    0.000 configuration.py:5(__init__)
        1    0.000    0.000    0.001    0.001 configuration.py:57(update)
        1    0.000    0.000    0.000    0.000 configuration.py:85(StreamConfiguration)
        1    0.000    0.000    0.000    0.000 configuration.py:91(CameraConfiguration)
        3    0.000    0.000    0.002    0.001 configuration.py:97(__init__)
        3    0.000    0.000    0.000    0.000 configuration.py:99(<dictcomp>)
        1    0.000    0.000    0.024    0.024 context.py:1(<module>)
        1    0.000    0.000    0.000    0.000 context.py:14(ProcessError)
        1    0.000    0.000    0.000    0.000 context.py:17(BufferTooShort)
        1    0.000    0.000    0.000    0.000 context.py:20(TimeoutError)
        1    0.000    0.000    0.000    0.000 context.py:203(reducer)
        1    0.000    0.000    0.000    0.000 context.py:220(Process)
        1    0.000    0.000    0.000    0.000 context.py:226(DefaultContext)
        1    0.000    0.000    0.000    0.000 context.py:229(__init__)
        1    0.000    0.000    0.000    0.000 context.py:23(AuthenticationError)
        1    0.000    0.000    0.000    0.000 context.py:272(ForkProcess)
        1    0.000    0.000    0.000    0.000 context.py:279(SpawnProcess)
        1    0.000    0.000    0.000    0.000 context.py:286(ForkServerProcess)
        1    0.000    0.000    0.000    0.000 context.py:293(ForkContext)
        1    0.000    0.000    0.000    0.000 context.py:297(SpawnContext)
        1    0.000    0.000    0.000    0.000 context.py:30(BaseContext)
        1    0.000    0.000    0.000    0.000 context.py:301(ForkServerContext)
        2    0.000    0.000    0.000    0.000 contextlib.py:215(contextmanager)
        1    0.000    0.000    0.000    0.000 contextlib.py:63(_recreate_cm)
        1    0.000    0.000    0.000    0.000 contextlib.py:75(__call__)
        1    0.000    0.000    0.000    0.000 contextlib.py:76(inner)
        1    0.000    0.000    0.000    0.000 controls.py:2(<module>)
       21    0.000    0.000    0.002    0.000 controls.py:20(__init__)
       71    0.000    0.000    0.001    0.000 controls.py:26(__setattr__)
      194    0.001    0.000    0.001    0.000 controls.py:37(__getattribute__)
       22    0.000    0.000    0.001    0.000 controls.py:54(set_controls)
       17    0.000    0.000    0.001    0.000 controls.py:66(get_libcamera_controls)
        1    0.000    0.000    0.000    0.000 controls.py:7(Controls)
        1    0.000    0.000    0.000    0.000 converters.py:1(<module>)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        2    0.001    0.000    0.012    0.006 core.py:1(<module>)
        1    0.000    0.000    0.000    0.000 core.py:10(DNGBASE)
        1    0.000    0.000    0.000    0.000 core.py:1118(_DomainedBinaryOperation)
        6    0.000    0.000    0.000    0.000 core.py:1139(__init__)
       14    0.000    0.000    0.008    0.001 core.py:114(doc_note)
        1    0.000    0.000    0.000    0.000 core.py:1276(_replace_dtype_fields_recursive)
       50    0.000    0.000    0.003    0.000 core.py:130(get_object_signature)
        1    0.000    0.000    0.000    0.000 core.py:1308(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 core.py:1322(make_mask_descr)
        3    0.000    0.000    0.000    0.000 core.py:1355(getmask)
        1    0.000    0.000    0.000    0.000 core.py:139(RAW2DNG)
        1    0.000    0.000    0.000    0.000 core.py:144(CAM2DNG)
        1    0.000    0.000    0.000    0.000 core.py:147(MAError)
        1    0.000    0.000    0.000    0.000 core.py:155(MaskError)
        1    0.000    0.000    0.000    0.000 core.py:156(RPICAM2DNG)
        1    0.000    0.000    0.000    0.000 core.py:189(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:193(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:196(PICAM2DNG)
        1    0.000    0.000    0.000    0.000 core.py:2378(_MaskedPrintOption)
        1    0.000    0.000    0.000    0.000 core.py:2384(__init__)
        7    0.000    0.000    0.000    0.000 core.py:2550(_arraymethod)
        1    0.000    0.000    0.000    0.000 core.py:2595(MaskedIterator)
        1    0.000    0.000    0.000    0.000 core.py:2703(MaskedArray)
        1    0.000    0.000    0.000    0.000 core.py:2814(__new__)
        2    0.000    0.000    0.000    0.000 core.py:2946(_update_from)
        2    0.000    0.000    0.000    0.000 core.py:2972(__array_finalize__)
        1    0.000    0.000    0.000    0.000 core.py:3121(view)
        4    0.000    0.000    0.000    0.000 core.py:3407(dtype)
        2    0.000    0.000    0.000    0.000 core.py:3423(shape)
        1    0.000    0.000    0.000    0.000 core.py:6285(mvoid)
        1    0.000    0.000    0.000    0.000 core.py:6480(MaskedConstant)
        4    0.000    0.000    0.000    0.000 core.py:6484(__has_singleton)
        1    0.000    0.000    0.000    0.000 core.py:6490(__new__)
        1    0.000    0.000    0.000    0.000 core.py:6508(__array_finalize__)
        2    0.000    0.000    0.000    0.000 core.py:6583(__setattr__)
        1    0.000    0.000    0.000    0.000 core.py:6675(_extrema_operation)
        2    0.000    0.000    0.000    0.000 core.py:6684(__init__)
        1    0.000    0.000    0.000    0.000 core.py:6790(_frommethod)
       26    0.000    0.000    0.002    0.000 core.py:6801(__init__)
       26    0.000    0.000    0.002    0.000 core.py:6806(getdoc)
        1    0.000    0.000    0.000    0.000 core.py:790(_DomainCheckInterval)
        3    0.000    0.000    0.000    0.000 core.py:799(__init__)
        1    0.000    0.000    0.000    0.000 core.py:8136(_convert2ma)
       14    0.000    0.000    0.001    0.000 core.py:8149(__init__)
        1    0.000    0.000    0.000    0.000 core.py:815(_DomainTan)
       14    0.000    0.000    0.001    0.000 core.py:8154(getdoc)
       14    0.000    0.000    0.000    0.000 core.py:8166(_replace_return_type)
        1    0.000    0.000    0.000    0.000 core.py:823(__init__)
        1    0.000    0.000    0.000    0.000 core.py:83(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:833(_DomainSafeDivide)
        6    0.000    0.000    0.000    0.000 core.py:839(__init__)
        1    0.000    0.000    0.000    0.000 core.py:854(_DomainGreater)
        3    0.000    0.000    0.000    0.000 core.py:860(__init__)
        1    0.000    0.000    0.000    0.000 core.py:870(_DomainGreaterEqual)
        2    0.000    0.000    0.000    0.000 core.py:876(__init__)
        1    0.000    0.000    0.000    0.000 core.py:886(_MaskedUFunc)
       52    0.001    0.000    0.002    0.000 core.py:887(__init__)
        1    0.000    0.000    0.000    0.000 core.py:896(_MaskedUnaryOperation)
       26    0.000    0.000    0.001    0.000 core.py:914(__init__)
        1    0.000    0.000    0.000    0.000 core.py:970(_MaskedBinaryOperation)
       18    0.000    0.000    0.001    0.000 core.py:990(__init__)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:183(_ndptr)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:362(_get_scalar_type_map)
        1    0.000    0.000    0.001    0.001 ctypeslib.py:373(<dictcomp>)
        1    0.000    0.000    0.002    0.002 datetime.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1145(tzinfo)
        1    0.000    0.000    0.000    0.000 datetime.py:1214(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 datetime.py:1245(time)
        2    0.000    0.000    0.000    0.000 datetime.py:1270(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:1594(datetime)
        3    0.000    0.000    0.000    0.000 datetime.py:1602(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2216(timezone)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
       35    0.000    0.000    0.000    0.000 datetime.py:383(_check_int_field)
        5    0.000    0.000    0.000    0.000 datetime.py:415(_check_date_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:428(_check_time_fields)
        5    0.000    0.000    0.000    0.000 datetime.py:445(_check_tzinfo_arg)
        3    0.000    0.000    0.000    0.000 datetime.py:45(_days_before_year)
        1    0.000    0.000    0.000    0.000 datetime.py:473(timedelta)
       12    0.000    0.000    0.001    0.000 datetime.py:492(__new__)
        5    0.000    0.000    0.000    0.000 datetime.py:50(_days_in_month)
        2    0.000    0.000    0.000    0.000 datetime.py:665(__neg__)
        1    0.000    0.000    0.000    0.000 datetime.py:793(date)
        2    0.000    0.000    0.000    0.000 datetime.py:823(__new__)
        1    0.000    0.000    0.006    0.006 decoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 decoder.py:332(decode)
        1    0.000    0.000    0.000    0.000 decoder.py:343(raw_decode)
        1    0.000    0.000    0.005    0.005 defchararray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1804(chararray)
        1    0.000    0.000    0.012    0.012 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 defs.py:11(PreviewColorSpace)
        1    0.000    0.000    0.000    0.000 defs.py:18(Orientation)
        1    0.000    0.000    0.000    0.000 defs.py:24(DNGVersion)
        1    0.000    0.000    0.000    0.000 defs.py:33(PhotometricInterpretation)
        1    0.000    0.000    0.000    0.000 defs.py:40(CFAPattern)
        1    0.000    0.000    0.000    0.000 defs.py:46(CalibrationIlluminant)
        1    0.000    0.000    0.000    0.000 defs.py:6(<module>)
        1    0.000    0.000    0.000    0.000 defs.py:6(Compression)
        1    0.000    0.000    0.000    0.000 dng.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dng.py:145(DNGTags)
        1    0.000    0.000    0.000    0.000 dng.py:167(dngHeader)
        1    0.000    0.000    0.000    0.000 dng.py:174(dngTag)
        1    0.000    0.000    0.000    0.000 dng.py:20(Tag)
        1    0.000    0.000    0.000    0.000 dng.py:246(dngIFD)
        1    0.000    0.000    0.000    0.000 dng.py:281(DNG)
        1    0.000    0.000    0.000    0.000 dng.py:3(Type)
        1    0.000    0.000    0.013    0.013 drm_preview.py:1(<module>)
        1    0.000    0.000    0.000    0.000 drm_preview.py:11(DrmManager)
        1    0.000    0.000    0.000    0.000 drm_preview.py:12(__init__)
        1    0.000    0.000    0.000    0.000 drm_preview.py:40(DrmPreview)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        2    0.001    0.000    0.073    0.037 encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:104(__init__)
        1    0.000    0.000    0.000    0.000 encoder.py:14(Quality)
        1    0.000    0.000    0.000    0.000 encoder.py:27(Encoder)
        1    0.000    0.000    0.000    0.000 encoder.py:73(JSONEncoder)
        7    0.000    0.000    0.000    0.000 enum.py:1011(<lambda>)
      126    0.000    0.000    0.001    0.000 enum.py:12(_is_descriptor)
       13    0.000    0.000    0.001    0.000 enum.py:164(__prepare__)
       13    0.003    0.000    0.009    0.001 enum.py:179(__new__)
       13    0.000    0.000    0.000    0.000 enum.py:197(<dictcomp>)
      165    0.000    0.000    0.001    0.000 enum.py:22(_is_dunder)
       13    0.001    0.000    0.002    0.000 enum.py:221(<setcomp>)
       24    0.000    0.000    0.000    0.000 enum.py:244(<genexpr>)
      165    0.000    0.000    0.001    0.000 enum.py:33(_is_sunder)
      107    0.000    0.000    0.012    0.000 enum.py:334(__call__)
       13    0.000    0.000    0.000    0.000 enum.py:391(__getattr__)
        3    0.000    0.000    0.000    0.000 enum.py:410(__iter__)
       30    0.000    0.000    0.000    0.000 enum.py:414(<genexpr>)
        7    0.000    0.000    0.000    0.000 enum.py:419(__members__)
      208    0.001    0.000    0.001    0.000 enum.py:438(__setattr__)
      165    0.001    0.000    0.001    0.000 enum.py:44(_is_private)
        7    0.000    0.000    0.011    0.002 enum.py:451(_create_)
        7    0.000    0.000    0.020    0.003 enum.py:504(_convert_)
        7    0.002    0.000    0.008    0.001 enum.py:521(<listcomp>)
      101    0.000    0.000    0.000    0.000 enum.py:527(<lambda>)
       13    0.000    0.000    0.000    0.000 enum.py:537(_check_for_existing_members)
       33    0.000    0.000    0.001    0.000 enum.py:547(_get_mixins_)
       33    0.000    0.000    0.000    0.000 enum.py:558(_find_data_type)
       13    0.000    0.000    0.000    0.000 enum.py:594(_find_new_)
      100    0.000    0.000    0.001    0.000 enum.py:646(__new__)
        5    0.000    0.000    0.000    0.000 enum.py:745(__hash__)
       46    0.000    0.000    0.000    0.000 enum.py:763(value)
       13    0.000    0.000    0.000    0.000 enum.py:81(__init__)
      165    0.002    0.000    0.005    0.000 enum.py:88(__setitem__)
        3    0.000    0.000    0.000    0.000 enum.py:899(_missing_)
        3    0.000    0.000    0.000    0.000 enum.py:909(_create_pseudo_member_)
        6    0.000    0.000    0.001    0.000 enum.py:942(__or__)
       36    0.000    0.000    0.001    0.000 enum.py:948(__and__)
        3    0.000    0.000    0.000    0.000 enum.py:988(_decompose)
        1    0.000    0.000    0.007    0.007 extras.py:1(<module>)
        1    0.000    0.000    0.000    0.000 extras.py:1497(MAxisConcatenator)
        1    0.000    0.000    0.000    0.000 extras.py:1527(mr_class)
        1    0.000    0.000    0.000    0.000 extras.py:1545(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
       10    0.000    0.000    0.004    0.000 extras.py:234(__init__)
       10    0.000    0.000    0.004    0.000 extras.py:238(getdoc)
        1    0.000    0.000    0.000    0.000 extras.py:264(_fromnxfunction_single)
        1    0.000    0.000    0.000    0.000 extras.py:282(_fromnxfunction_seq)
        1    0.000    0.000    0.000    0.000 extras.py:295(_fromnxfunction_args)
        1    0.000    0.000    0.000    0.000 extras.py:320(_fromnxfunction_allargs)
        1    0.085    0.085   14.450   14.450 face_tracker_cv.py:2(<module>)
        1    0.000    0.000    0.008    0.008 ffmpegoutput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ffmpegoutput.py:9(FfmpegOutput)
        1    0.000    0.000    0.001    0.001 fileoutput.py:1(<module>)
        1    0.000    0.000    0.000    0.000 fileoutput.py:10(FileOutput)
        1    0.000    0.000    0.000    0.000 fnmatch.py:1(<module>)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
        1    0.000    0.000    0.000    0.000 formats.py:1(<module>)
        3    0.000    0.000    0.000    0.000 formats.py:17(is_YUV)
        2    0.000    0.000    0.000    0.000 formats.py:21(is_RGB)
        1    0.000    0.000    0.007    0.007 fromnumeric.py:1(<module>)
        2    0.000    0.000    0.006    0.003 function_base.py:1(<module>)
        1    0.000    0.000    0.000    0.000 function_base.py:2116(vectorize)
      314    0.001    0.000    0.002    0.000 function_base.py:443(_needs_add_docstring)
      314    0.001    0.000    0.003    0.000 function_base.py:461(_add_docstring)
      314    0.003    0.000    0.011    0.000 function_base.py:475(add_newdoc)
      331    0.005    0.000    0.009    0.000 functools.py:35(update_wrapper)
        2    0.000    0.000    0.000    0.000 functools.py:478(lru_cache)
        2    0.000    0.000    0.000    0.000 functools.py:517(decorating_function)
      329    0.001    0.000    0.001    0.000 functools.py:65(wraps)
        1    0.000    0.000    0.000    0.000 functools.py:934(__init__)
        1    0.000    0.000    0.000    0.000 functools.py:940(__set_name__)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       42    0.000    0.000    0.000    0.000 getlimits.py:101(_float_conv)
       36    0.000    0.000    0.001    0.000 getlimits.py:111(_float_to_str)
        8    0.000    0.000    0.000    0.000 getlimits.py:153(_register_type)
        1    0.000    0.000    0.003    0.003 getlimits.py:158(_register_known_types)
       36    0.000    0.000    0.000    0.000 getlimits.py:16(_fr0)
       36    0.000    0.000    0.000    0.000 getlimits.py:24(_fr1)
        1    0.000    0.000    0.000    0.000 getlimits.py:32(MachArLike)
        6    0.001    0.000    0.003    0.000 getlimits.py:34(__init__)
        1    0.000    0.000    0.000    0.000 getlimits.py:364(finfo)
        1    0.000    0.000    0.000    0.000 getlimits.py:595(iinfo)
        7    0.000    0.000    0.000    0.000 getlimits.py:648(__init__)
        4    0.000    0.000    0.000    0.000 getlimits.py:672(max)
       36    0.000    0.000    0.001    0.000 getlimits.py:91(_float_to_float)
        1    0.000    0.000    0.006    0.006 h264_encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 h264_encoder.py:12(H264Encoder)
       14    0.000    0.000    0.001    0.000 hashlib.py:126(__get_openssl_constructor)
        1    0.000    0.000    0.001    0.001 hashlib.py:5(<module>)
        2    0.000    0.000    0.000    0.000 hashlib.py:82(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 hermite.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1658(Hermite)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1650(HermiteE)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
        1    0.000    0.000    0.004    0.004 hmac.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
      257    0.000    0.000    0.000    0.000 hmac.py:19(<genexpr>)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
        1    0.000    0.000    0.000    0.000 idna.py:146(Codec)
        4    0.000    0.000    0.000    0.000 idna.py:147(encode)
        1    0.000    0.000    0.000    0.000 idna.py:218(IncrementalEncoder)
        1    0.000    0.000    0.000    0.000 idna.py:253(IncrementalDecoder)
        1    0.000    0.000    0.000    0.000 idna.py:292(StreamWriter)
        1    0.000    0.000    0.000    0.000 idna.py:295(StreamReader)
        1    0.000    0.000    0.004    0.004 idna.py:3(<module>)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.024    0.024 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:209(MGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:252(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:259(OGridClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:299(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:306(AxisConcatenator)
        3    0.000    0.000    0.000    0.000 index_tricks.py:316(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:429(RClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:524(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(CClass)
        1    0.000    0.000    0.000    0.000 index_tricks.py:556(__init__)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(ndenumerate)
        1    0.000    0.000    0.000    0.000 index_tricks.py:612(ndindex)
        1    0.000    0.000    0.000    0.000 index_tricks.py:711(IndexExpression)
        2    0.000    0.000    0.000    0.000 index_tricks.py:755(__init__)
       28    0.003    0.000    0.006    0.000 inspect.py:626(cleandoc)
        1    0.000    0.000    0.000    0.000 job.py:1(<module>)
      141    0.003    0.000    0.014    0.000 job.py:23(__init__)
       61    0.001    0.000    0.079    0.001 job.py:34(execute)
        1    0.000    0.000    0.000    0.000 job.py:4(Job)
       61    0.001    0.000    0.009    0.000 job.py:62(signal)
      141    0.001    0.000    4.896    0.035 job.py:71(get_result)
        1    0.000    0.000    0.009    0.009 jpeg_encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 jpeg_encoder.py:9(JpegEncoder)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1606(Laguerre)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1619(Legendre)
        1    0.000    0.000    0.009    0.009 linalg.py:1(<module>)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 linalg.py:74(_determine_error_states)
        1    0.000    0.000    0.002    0.002 lzma.py:1(<module>)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 metadata.py:2(<module>)
        1    0.000    0.000    0.000    0.000 metadata.py:2(Metadata)
        1    0.000    0.000    0.000    0.000 mixins.py:1(<module>)
       20    0.000    0.000    0.000    0.000 mixins.py:16(_binary_method)
       14    0.000    0.000    0.000    0.000 mixins.py:26(_reflected_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:36(_inplace_binary_method)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        4    0.000    0.000    0.000    0.000 mixins.py:51(_unary_method)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 mjpeg_encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mjpeg_encoder.py:11(MJPEGEncoder)
        1    0.000    0.000    0.005    0.005 multi_encoder.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multi_encoder.py:10(MultiEncoder)
        1    0.000    0.000    0.059    0.059 multiarray.py:1(<module>)
        1    0.000    0.000    0.000    0.000 multiarray.py:1071(copyto)
        1    0.000    0.000    0.000    0.000 multiarray.py:148(concatenate)
        1    0.000    0.000    0.002    0.002 nanfunctions.py:1(<module>)
        1    0.000    0.000    0.005    0.005 npyio.py:1(<module>)
        1    0.000    0.000    0.000    0.000 npyio.py:106(NpzFile)
        1    0.000    0.000    0.000    0.000 npyio.py:42(BagObj)
        1    0.000    0.000    0.004    0.004 ntpath.py:2(<module>)
        1    0.000    0.000    0.000    0.000 null_preview.py:1(<module>)
        1    0.000    0.000    0.000    0.000 null_preview.py:9(NullPreview)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 numbers.py:147(Real)
        1    0.000    0.000    0.000    0.000 numbers.py:267(Rational)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.001    0.001 numbers.py:4(<module>)
        1    0.001    0.001    0.020    0.020 numeric.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:149(ones)
        6    0.000    0.000    0.001    0.000 numeric.py:2531(extend_all)
        1    0.000    0.000    0.000    0.000 numeric.py:60(ComplexWarning)
        1    0.000    0.000    0.007    0.007 numerictypes.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 numerictypes.py:440(_construct_lookups)
       24    0.000    0.000    0.000    0.000 numerictypes.py:513(_scalar_type_key)
        1    0.000    0.000    0.000    0.000 numerictypes.py:588(_register_types)
        1    0.000    0.000    0.000    0.000 os.py:1019(fdopen)
        1    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        1    0.000    0.000    0.000    0.000 os.py:44(_get_exports_list)
        1    0.000    0.000    0.000    0.000 os.py:48(<listcomp>)
       11    0.000    0.000    0.000    0.000 os.py:674(__getitem__)
        2    0.000    0.000    0.000    0.000 os.py:682(__setitem__)
        2    0.000    0.000    0.000    0.000 os.py:688(__delitem__)
       17    0.000    0.000    0.000    0.000 os.py:754(encode)
        2    0.000    0.000    0.000    0.000 os.py:771(getenv)
        1    0.000    0.000    0.000    0.000 output.py:1(<module>)
        1    0.000    0.000    0.000    0.000 output.py:4(Output)
        1    0.000    0.000    0.057    0.057 overrides.py:1(<module>)
       81    0.000    0.000    0.000    0.000 overrides.py:110(set_module)
       81    0.000    0.000    0.000    0.000 overrides.py:121(decorator)
      314    0.000    0.000    0.000    0.000 overrides.py:128(array_function_dispatch)
